name,street_address,city,state_abbr,zip,phone_no,status,expected_date,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,open_date,ev_connector_types
1410 GARAGE EV,1400 Fashion Island Blvd,San Mateo,CA,94404,888-758-4389,E,,Public,ChargePoint Network,37.5561532,-122.2881176,74072,,,,,J1772
11900 NE 1st Street Building G,"11900 NE 1st Street, Building G",Bellevue,WA,98007,888-998-2546,E,,Public,Blink Network,47.611519,-122.182197,50914,,,,,J1772
Temple University - Health Sciences Center,3412-28 N Carlisle St,Philadelphia,PA,19140,888-998-2546,E,,Public,Blink Network,40.005165,-75.1532359,52815,,,,,J1772
BEAM CHARGING,300 E 34th St,Manhattan,NY,10016,888-758-4389,E,,Public,ChargePoint Network,40.7444153,-73.9754868,38835,,,,,NEMA520 J1772
BEVERLY HILLS,440 N Camden Dr,Beverly Hills,CA,90210,888-758-4389,E,,Public,ChargePoint Network,34.0694251,-118.4044671,45298,,,,,NEMA520 J1772
LHS #1,1280 Johnson Ave,San Jose,CA,95129,888-758-4389,E,,Public,ChargePoint Network,37.3000851,-122.0062201,61380,,,,,J1772
STADIUM,2121 W Burnside St,Portland,OR,97210,888-758-4389,E,,Public,ChargePoint Network,45.5238547,-122.69492,74705,,,,,J1772
Best Western Plus Springfield Airport Inn - Tesla,4445 W Chestnut Expy,Springfield,MO,65802,417-799-2200 877-798-3752,E,,Public,Tesla,37.2129649,-93.37103,74747,P,,,2/1/16,TESLA
Huntington Beach - Dunlap,16869 Algonquin St.,Huntington Beach,CA,92649,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.7170105,-118.0520172,69384,,,,,CHADEMO J1772COMBO
ROYAL FARMS,10740 Pulaski Hwy,White Marsh,MD,21162,888-758-4389,E,,Public,ChargePoint Network,39.379941,-76.428647,75294,,,,,J1772COMBO CHADEMO
Courtyard Wausau - Tesla,1000 S 22nd Ave,Wausau,WI,54401,715-849-2124  877-798-3752,E,,Public,Tesla,44.95031,-89.664981,71298,P,,,11/1/15,TESLA
Park Potomac HOA,12500 Park Potomac Ave.,Potomac,MD,20854,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,39.06018628,-77.15870193,71475,,,,,J1772
Point Reyes National Seashore - Bear Valley Visitor Center,1 Bear Valley Rd,Point Reyes Station,CA,94956,415-464-5100 x2 x5,E,,Public,,38.040933,-122.800044,62978,FG,16,Department of the Interior,8/6/14,J1772
Queenstown MD,441 Outlet Center Dr,Queenstown,MD,21658,877-455-3833,E,,Public - Card key at all times,eVgo Network,38.98236084,-76.1583252,69337,,,,,CHADEMO J1772
RIVERPLACE,295 Deann Drive,Independence,OR,97351,888-758-4389,E,,Public,ChargePoint Network,44.8652316,-123.1833087,67164,,,,,J1772
TRANSITION,39 Elm St,Delhi,NY,13753,888-758-4389,E,,Public,ChargePoint Network,42.2736179,-74.9178812,73247,,,,,J1772
Brickell Bay Tower,"1001 Brickell Bay Drive, Suite 130",Miami,FL,33131,888-998-2546,E,,Public,Blink Network,25.763679,-80.189569,61162,,,,,J1772
Newport Fashion Island,550 Newport Center Dr,Newport Beach,CA,92660,949-721-2000,E,,Public,,33.6158612,-117.8711879,7190,P,,,5/30/98,
Walking Mountains Science Center,318 Walking Mountains Lane,Avon,CO,81620,800-663-5633,E,,Public,SemaCharge Network,39.6414316,-106.5204009,71156,,,,,J1772
CITYOFRIVERSIDE,3637 5th St,Riverside,CA,92501,888-758-4389,E,,Public,ChargePoint Network,33.9845089,-117.3716379,61108,,,,,J1772
CPSE-SATX,3636 NW Loop 410,San Antonio,TX,78201,888-758-4389,E,,Public,ChargePoint Network,29.49388,-98.5529171,73921,,,,,J1772
Southshore Plaza,250 Granite Street,Braintree,MA,2184,877-455-3833,E,,Public - Card key at all times,eVgo Network,42.22095108,-71.02391052,69475,,,,,CHADEMO
Kohl's Store #685 Tucson,5850 W Arizona Pavillions Dr,Tucson,AZ,85743,888-998-2546,E,,Public,Blink Network,32.354899,-111.087796,45287,,,,,J1772
"HSL Tucson National Apartments, LLC",8323 N. Shannon Rd.,Tucson,AZ,85742,888-998-2546,E,,Public,Blink Network,32.357473,-111.029985,70520,,,,,J1772
Alabama Power - Jasper Garage,2500 Highway 78 W,Jasper,AL,35501,,E,,Private,,33.8487216,-87.2853999,68132,T,,,4/1/15,J1772
Benton Co - Fairgrounds,110 SW 53rd Street,Corvallis,OR,97333,888-998-2546,E,,Public,Blink Network,44.566857,-123.312914,46430,,,,,J1772
CARCHARGING,200 SW 1st Avenue,Fort Lauderdale,FL,33301,888-758-4389,E,,Public,ChargePoint Network,26.1202393,-80.1443329,40976,,,,,NEMA520 J1772
Sokol Blosser Winery,5000 Sokol Blosser Lane,Dundee,OR,97115,800-663-5633,E,,Public,SemaCharge Network,45.2471771,-123.0480541,53574,,,,,J1772
East Community Center,700 Woodland Street,Nashville,TN,37206,888-998-2546,E,,Public,Blink Network,36.17203,-86.76222,49215,,,,,J1772
Kum & Go #206,1725 NW 86th St,Clive,IA,50325,515-223-5367,E,,Public,,41.6073949,-93.735915,40996,P,,,6/1/11,J1772
Garfield Park Library,2502 Shelby St,Indianapolis,IN,46203,888-235-4976,E,,Public,,39.732171,-86.140045,48852,T,,,11/3/11,J1772
Eugene - Broadway Garage South,255 W. Broadway,Eugene,OR,97401,888-998-2546,E,,Public,Blink Network,44.049484,-123.095913,46438,,,,,J1772
White Parking Lot,108 Clinton St,Charlevoix,MI,49720,231-547-3273,E,,Public - Credit card at all times,,45.3170474,-85.2589168,52924,LG,,,11/1/12,J1772
Cisco Grove Chevron,90 Cisco Rd,Cisco Grove,CA,95728,888-998-2546,E,,Public,Blink Network,39.30958,-120.54433,67014,,,,,J1772
The Village at Corte Madera,1618 Redwood Hwy Corte Madera,Corte Madera,CA,94925,877-455-3833,E,,Public - Card key at all times,eVgo Network,37.92809296,-122.5148621,69349,,,,,CHADEMO J1772COMBO
COA FACILITIES,12138 N Lamar Blvd,Austin,TX,78753,888-758-4389,E,,Public,ChargePoint Network,30.3991227,-97.6794893,41769,,,,,NEMA520 J1772
CARCHARGING,400 W 12th St,New York,NY,10014,888-758-4389,E,,Public,ChargePoint Network,40.7375585,-74.0097582,53449,,,,,J1772
Simon- Chestnut Hill Mall,199 Boylston Street,Chestnut Hill,MA,2467,877-455-3833,E,,Public - Card key at all times,eVgo Network,42.32208252,-71.17658234,69588,,,,,CHADEMO
HENNEPIN COUNTY,501-531 5th St N,Minneapolis,MN,55401,888-758-4389,E,,Public,ChargePoint Network,44.9836162,-93.2785986,61780,,,,,J1772
GE-Cary WattStation 3,2000  Centregreen Way,Cary,NC,27513,888-998-2546,E,,Private,GE WattStation,35.8258283,-78.7979763,73081,,,,,J1772
L.A. LIVE EV CH,1005 Chick Hearn Ct,Los Angeles,CA,90015,888-758-4389,E,,Public,ChargePoint Network,34.0450048,-118.2686344,72434,,,,,J1772
Cascade Locks Parking,95 N.E. Wa Na Pa,Cascade Locks,OR,97014,888-833-2148,E,,Public,AeroVironment Network,45.670715,-121.888232,73425,,,,,CHADEMO J1772
The Wolfeboro Inn,90 N Main St,Wolfeboro,NH,3894,603-569-3016,E,,Public - Call ahead,Tesla,43.5848097,-71.2168959,73799,P,,,2/1/16,TESLA J1772
JOHNSON COUNTY,11811 S Sunset Dr,Olathe,KS,66061,888-758-4389,E,,Public,ChargePoint Network,38.9147339,-94.7995987,50675,,,,,J1772
Riviera Palm Springs - Tesla,1600 N Indian Canyon Dr,Palm Springs,CA,92262,866-588-8311  877-798-3752,E,,Public,Tesla,33.8457902,-116.5444318,70373,P,,,3/1/15,TESLA
Cool Roof Store,575 Cooke St,Honolulu,HI,96813,808-591-1900,E,,Public - Call ahead,,21.299654,-157.857132,35473,P,,,12/15/09,
Sage Inn and Lounge - Tesla,336 Commercial St,Provincetown,MA,2657,508-487-6424  877-798-3752,E,,Public,Tesla,42.0528707,-70.1849884,72141,P,,,11/1/15,TESLA
GA TECH,352 Peachtree Pl NW,Atlanta,GA,30318,888-758-4389,E,,Public,ChargePoint Network,33.7804854,-84.3984458,66227,,,,,J1772
Texas Nissan of Grapevine,1401 W State Highway 114,Grapevine,TX,76051,817-601-3600,E,,Private,,32.9277067,-97.094121,48212,P,,,3/15/11,J1772
City of Palm Springs - Camelot Theatre,2300 E Baristo Rd,Palm Springs,CA,92262,760-323-8214,E,,Public,,33.81996,-116.5212451,52525,LG,,,8/7/13,J1772
BMW-NA,300 Chestnut Ridge Rd,Westwood,NJ,7677,888-758-4389,E,,Public,ChargePoint Network,41.0349408,-74.0729687,64326,,,,,J1772 J1772COMBO
Sheridan Nissan,114 S Dupont Hwy,New Castle,DE,19720,302-326-6100,E,,Public - Call ahead,,39.6637925,-75.6052654,46556,P,,,1/31/12,J1772
The Reeds at Shelter Haven,9601 3rd Ave,Stone Harbor,NJ,8247,609-368-0100,E,,Public,,39.054155,-74.761398,62639,P,,,6/30/14,J1772
Autocenters Nissan,1825 E Edwardsville Rd,Wood River,IL,62095,618-251-3000,E,,Private,,38.8586473,-90.0668932,47226,P,,,1/31/12,J1772
40 Building # 1,22340  Watertown Rd,Waukesha,WI,53186,888-998-2546,E,,Private,GE WattStation,43.0495081,-88.1864252,72983,,,,,J1772
"Walgreens - Glen Burnie, MD #9028",6700 Ritchie Highway,Glen Burnie,MD,21061,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,39.1938043,-76.6135573,71572,,,,,J1772
Nelson Nissan,800 W Queens St,Broken Arrow,OK,74012,918-258-6581,E,,Public - Call ahead,,36.071228,-95.800458,49684,P,,,10/25/12,J1772
TUCSON RENTAL,9855 E Speedway Blvd,Tucson,AZ,85748,888-758-4389,E,,Public,ChargePoint Network,32.2361565,-110.7817917,36343,,,,,NEMA520 J1772
Somers Commons,80 Route 6,Somers,NY,10505,877-455-3833,E,,Public - Card key at all times,eVgo Network,41.34333801,-73.75728607,72053,,,,,CHADEMO
Brown's Fairfax Nissan,11010 Fairfax Blvd,Fairfax,VA,22030,703-591-8009,E,,Private,,38.8530341,-77.3244478,48262,P,,,3/15/11,J1772
City of Torrance - Charles Wilson Park,2200 Crenshaw Blvd,Torrance,CA,90501,310-618-5990,P,2/29/16,PLANNED - not yet accessible (Public),,33.824945,-118.328495,70580,LG,,,,CHADEMO J1772
NECA-IBEW Electrical Training Center,16021 NE Airport Way,Portland,OR,97230,888-998-2546,E,,Public,Blink Network,45.557884,-122.497748,44897,,,,,J1772
ADOBE-SAN FRAN,650 King St,San Francisco,CA,94103,888-758-4389,E,,Public,ChargePoint Network,37.770606,-122.402026,67323,,,,,NEMA520 J1772
INTUIT INC,2750 Coast Ave,Mountain View,CA,94043,888-758-4389,E,,Public,ChargePoint Network,37.4298449,-122.0962993,62888,,,,,J1772
Firelite Lodge,7035 N Lake Blvd,Tahoe Vista,CA,96148,530-546-7222,E,,Public - Call ahead,,39.2396769,-120.0477726,52098,P,,,2/1/14,J1772
Central Connecticut State University - Student Center,105 Ella Grasso Blvd,New Britain,CT,6053,860-832-3068,E,,Public,,41.693068,-72.767971,63173,SG,,,9/20/14,J1772 CHADEMO J1772COMBO
Walmart #2321 - Kailua-Kona HI,75-1015 Henry St,Kailua-Kona,HI,96740,888-998-2546,E,,Public,Blink Network,19.645467,-155.990287,51262,,,,,J1772
SDG&E,8315  Century Park Ct,San Diego,CA,92123,888-998-2546,E,,Private,GE WattStation,32.822686,-117.143055,72760,,,,,J1772
City of San Diego Mission Bay Playa Pacifica Park,2590 E. Mission Bay Dr,San Diego,CA,92109,888-998-2546,E,,Public,Blink Network,32.792266,-117.208468,71083,,,,,J1772
UW,1390 University Ave,Madison,WI,53706,888-758-4389,E,,Public,ChargePoint Network,43.0741367,-89.4086354,62460,,,,,J1772
Goldmoor Inn & Resort - Tesla,90001 N Sand Hill Rd,Galena,IL,61036,815-777-3925  877-798-3752,E,,Public,Tesla,42.333936,-90.396753,71150,P,,,8/1/15,TESLA
LAUDERDALE BMW,2601 S Andrews Ave,Fort Lauderdale,FL,33316,888-758-4389,E,,Public,ChargePoint Network,26.0905025,-80.1407651,68793,,,,,J1772COMBO
Ingles Market,915 Merrimon Ave,Asheville,NC,28804,828-253-1326,E,,Public,,35.630596,-82.552083,66409,P,,,11/1/14,J1772
"""North 40"" Parking Lot",1647 L Ave,Plano,TX,75074,888-998-2546,E,,Public,Blink Network,33.021847,-96.697517,62364,,,,,J1772
Data Cave,2425 Technology Blvd,Columbus,IN,47201,,E,,Private,,39.183267,-85.8947,53724,P,,,12/5/13,J1772
Gay Brewer Jr Golf Course,469 Parkway Dr,Lexington,KY,40504,859-288-2900,E,,Public,,38.0356043,-84.5254227,60195,LG,,,3/12/13,J1772
FLYNN VW,600 Merrill Rd,Pittsfield,MA,1201,888-758-4389,E,,Public,ChargePoint Network,42.4641667,-73.2058333,70936,,,,,J1772
AutoNation Nissan of Marietta,925 Cobb Pkwy SE,Marietta,GA,30060,770-674-6081,E,,Public - Call ahead,,33.9298795,-84.5086792,39990,P,,,3/15/11,J1772
WPI,147-151 MA-12,Worcester,MA,1609,888-758-4389,E,,Public,ChargePoint Network,42.2752455,-71.810307,67120,,,,,J1772
Holiday Inn,99 Bradley Dr,Christianburg,VA,24073,540-381-8100  877-798-3752,E,,Public,Tesla,37.162471,-80.427306,69909,P,,,9/1/15,TESLA J1772
4-4 GRRC Electrical Charging Station,Hwy 149,Jensen,UT,84035,,E,,Private,,40.438174,-109.307043,68565,FG,16,Department of the Interior,7/15/15,J1772
JBG - Choke Cherry - Rockville MD,1 Choke Cherry Road,Rockville,MD,20850,888-998-2546,E,,Private,Blink Network,39.112689,-77.185113,48399,,,,,J1772
Roland D Kelly Nissan,420 Cabot St,Beverly,MA,1915,978-922-1405,E,,Public - Call ahead,,42.560051,-70.884297,45876,P,,,1/31/12,J1772
OUC,5151 Raleigh St,Orlando,FL,32811,888-758-4389,E,,Public,ChargePoint Network,28.5280247,-81.4475861,37161,,,,,NEMA520 J1772
Echo Aventura,3250 NE 188 Street,Aventura,FL,33180,800-663-5633,E,,Public,SemaCharge Network,25.949131,-80.1354575,62476,,,,,J1772
KCP&L,12600 Quivira Rd @ KU Edwards Campus,Overland Park,KS,66213,888-758-4389,E,,Public,ChargePoint Network,38.9003728,-94.7248983,72048,,,,,J1772
TRANSCOMM,2 E Concord St,Boston,MA,2118,888-758-4389,E,,Public,ChargePoint Network,42.3378771,-71.0747174,65021,,,,,NEMA520 J1772
Ocean View Plaza,638 Camino De Los Mares,San Clemente,CA,92673,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.45898056,-117.6520691,74714,,,,,J1772COMBO
City of Richmond - Main Street Center,1500 E Main St,Richmond,VA,23219,804-646-2041  877-798-3752,E,,Public,Greenlots,37.534264,-77.4293809,63346,LG,,,8/25/15,CHADEMO J1772COMBO J1772 TESLA
Las Vegas Convention Center,3150 Paradise Rd,Las Vegas,NV,89109,702-892-0711,E,,Public,,36.132778,-115.155278,62447,P,,,12/27/13,J1772
Fox Studio Operations,10201 Pico Blvd,Los Angeles,CA,90035,888-998-2546,E,,Public,Blink Network,34.049144,-118.412694,48359,,,,,J1772
DRY CREEK INN,198 Dry Creek Rd,Healdsburg,CA,95448,888-758-4389,E,,Public,ChargePoint Network,38.6259463,-122.8767151,66611,,,,,J1772
Colorado Mountain College - Leadville,901 S Highway 24,Leadville,CO,80461,719-486-2015,E,,Public,,39.2401051,-106.3024776,62050,P,,,6/12/14,J1772
Westin Kierland Resort and Spa,6902 E. Greenway,Scottsdale,AZ,85254,888-998-2546,E,,Public,Blink Network,33.625432,-111.932871,45278,,,,,J1772
KLA Tencor,1 Technology Dr,Milpitas,CA,95035,,E,,Private,,37.420584,-121.9259403,66998,P,,,6/11/13,J1772
Ruby Falls,1720 South Scenic Hwy,Chattanooga,TN,37409,888-998-2546,E,,Public,Blink Network,35.018887,-85.339767,41474,,,,,J1772
Idaho Power - Boise Operations Center,10790 Franklin Rd,Boise,ID,83709,,P,3/15/16,PLANNED - not yet accessible (Private),,43.606094,-116.3181258,73311,T,,,,J1772
Sierra Club,503 W Franklin,Boise,ID,83702,208-384-1023,E,,Public,,43.6184226,-116.1955915,64398,P,,,11/18/14,J1772
Walmart,201 Chamber Drive,Milford,OH,45150,877-455-3833,E,,Public - Card key at all times,eVgo Network,39.15868759,-84.2792511,74570,,,,,CHADEMO
Hall Nissan,3417 Western Branch Blvd,Chesapeake,VA,23321,757-673-8000,E,,Private,,36.8650124,-76.4181516,47548,P,,,1/31/12,J1772
Clark Public Utilities - Operations Center,8600 NE 117th Avenue,Vancouver,WA,98662,888-998-2546,E,,Public,Blink Network,45.684223,-122.554962,68588,,,,,J1772
Portland General Electric,7800 SW Mohawk St,Tualatin,OR,97062,503-892-7345,E,,Private,,45.375865,-122.75821,52589,T,,,6/1/13,J1772
JNS,3320 Grove Ave,Berwyn,IL,60402,888-758-4389,E,,Public,ChargePoint Network,41.831528,-87.794338,41530,,,,,J1772
CARCHARGING,350 E 30th St,New York,NY,10016,888-758-4389,E,,Public,ChargePoint Network,40.741368,-73.975668,56142,,,,,NEMA520 J1772
AVALON CHARGE,3000 Old Milton Pkwy,Alpharetta,GA,30004,888-758-4389,E,,Public,ChargePoint Network,34.070161,-84.2752472,64041,,,,,J1772
UC Davis - Lot 49 Visitor Parking,La Rue Rd and Garrod Dr,Davis,CA,95616,530-752-8277,E,,Public,,38.5344111,-121.7600026,53373,P,,,3/6/13,J1772
SCOPE - Norfolk,201 E Brambleton Ave,Norfolk,VA,23510,757-664-6464,E,,Public,Greenlots,36.8521468,-76.2861968,63350,P,,,2/4/15,CHADEMO J1772COMBO
Virginia Commonwealth University (VCU) - N-Deck Parking Deck,615 N 10th St,Richmond,VA,23298,804-828-2421,E,,Private,,37.543387,-77.42953,39575,SG,,,5/15/11,J1772
Starbucks/Jimmy John's Parking Lot,102 22nd St,Galveston,TX,77550,888-998-2546,E,,Public,Blink Network,29.308233,-94.79273,61797,,,,,J1772
HAMPTON INN,1442 Western Ave,Albany,NY,12203,888-758-4389,E,,Public,ChargePoint Network,42.6791149,-73.8366303,70496,,,,,J1772
Fort Collins Senior Center,1200 Raintree Dr,Fort Collins,CO,80526,970-221-6617,E,,Public,,40.5559661,-105.0979855,66532,LG,,,1/1/15,J1772
1888 CPE,1888 Century Park E,Los Angeles,CA,90067,888-758-4389,E,,Public,ChargePoint Network,34.0611909,-118.4138943,65502,,,,,J1772
FEL 5 (QR 2000549),21500 Oakwood Boulevard,Dearborn,MI,48121,888-998-2546,E,,Private,GE WattStation,42.30582837,-83.23885169,73055,,,,,J1772
Springfield - Courts Parking,220 5th Street,Springfield,OR,97477,888-998-2546,E,,Public,Blink Network,44.047691,-123.020135,49186,,,,,J1772
FLORIDA   TECH,150 W University Blvd,Melbourne,FL,32901,888-758-4389,E,,Public,ChargePoint Network,28.0624233,-80.6218815,51966,,,,,NEMA520 J1772
RECYCLE CENTER,274-398 Oak Hill Way,Brockton,MA,2301,888-758-4389,E,,Public,ChargePoint Network,42.0483833,-71.004738,73688,,,,,J1772
Westin Maui Resort & Spa,2365 Ka'anapali Pkwy,Lahaina,HI,96761,503-740-4032  650-845-2869,E,,Public,OpConnect,20.919806,-156.694844,45976,P,,,1/31/12,J1772
Harry Green Chevrolet,Old Route 50 E,Clarksburg,WV,26301,304-624-6304,E,,Public - Call ahead,,39.277617,-80.299608,60983,P,,,2/1/14,J1772
TARGET CORP,125 Shoreline Blvd,San Rafael,CA,94901,888-758-4389,E,,Public,ChargePoint Network,37.9554364,-122.4913568,53395,,,,,J1772
Broccolo Tree and Lawncare Garden Center,2755 Penfield Rd,Fairport,NY,14450,585-424-4476,E,,Public,,43.1268249,-77.386031,61760,P,,,9/1/13,J1772
AC Transit,1177 47th St,Emeryville,CA,94608,,E,,Private,OpConnect,37.835118,-122.283766,65914,P,,,1/1/15,J1772
Camelback Ford,1330 E. Camelback Road,Phoenix,AZ,85012,888-998-2546,E,,Public,Blink Network,33.51053,-112.047857,50981,,,,,J1772
New Era Automotive - Tesla,1240 Brazosport Blvd N,Richwood,TX,77531,979-265-0434  877-798-3752,E,,Public,Tesla,29.0439128,-95.4013458,68523,P,,,5/1/15,TESLA
COLGATE,Lally Ln,Hamilton,NY,13346,888-758-4389,E,,Public,ChargePoint Network,42.817555,-75.5392648,61823,,,,,J1772
City of Davis - Parking Lot,826 H St,Davis,CA,95616,530-757-5610,E,,Public,,38.5520178,-121.7404759,64504,LG,,,12/1/13,J1772
Park Place Regional Library,8145 Park Place Blvd,Houston,TX,77017,888-998-2546,E,,Public,Blink Network,29.688141,-95.276637,41290,,,,,J1772
RM,7444 W Alaska Dr,Lakewood,CO,80226,888-758-4389,E,,Public,ChargePoint Network,39.7090037,-105.0805415,67681,,,,,J1772
Riverton Mitsubishi,80 W Motor Park Ave,Sandy,UT,84070,866-413-3588,E,,Private,,40.554688,-111.894265,45795,P,,,3/31/12,J1772
FNG FOX LOT,10201 West Pico Blvd,Los Angeles,CA,90067,888-758-4389,E,,Public,ChargePoint Network,34.0516665,-118.4123228,60245,,,,,J1772
East Hartford Public School - Department of Facilities,734 Tolland St,East Hartford,CT,6108,860-622-5952,E,,Public,,41.78392,-72.6047,50808,P,,,12/10/12,J1772
City of Bowling Green - Parking Lot 2,125 S Prospect St,Bowling Green,OH,43402,419-354-6246,E,,Public,,41.3739884,-83.648724,49046,P,,,7/15/12,J1772
1900 Market Street,1900 Market Street,Philadelphia,PA,19103,888-998-2546,E,,Public,Blink Network,39.953094,-75.172447,74905,,,,,J1772
Houston Central Library,500 McKinney,Houston,TX,77002,888-998-2546,E,,Public,Blink Network,29.759035,-95.37,41284,,,,,J1772
7-11 Carlsbad,901 Palomar Airport Rd.,Carlsbad,CA,92011,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.12155533,-117.3186874,69536,,,,,CHADEMO
BMW LITTLE ROCK,4601 Colonel Glenn Plaza Dr,Little Rock,AR,72210,888-758-4389,E,,Public,ChargePoint Network,34.7145607,-92.4044636,73529,,,,,J1772
7+BRIDGE,2135 E 7th Pl,Los Angeles,CA,90021,888-758-4389,E,,Public,ChargePoint Network,34.033834,-118.228726,72437,,,,,J1772
JBG - Security Lane - Rockville MD,5515 Security Lane,Rockville,MD,20852,888-998-2546,E,,Private,Blink Network,39.041786,-77.111975,47705,,,,,J1772
Omak Inn,912 Koala Dr,Omak,WA,98841,800-204-4800,E,,Public,,48.4212278,-119.5052719,60005,P,,,10/4/13,J1772
Boca Beach Club - Tesla,900 S Ocean Blvd,Boca Raton,FL,33432,561-447-3000  877-798-3752,E,,Public,Tesla,26.3397811,-80.0710177,68459,P,,,4/1/15,TESLA
Element Hotels - Ewing,1000 Sam Weinroth Rd,Ewing,NJ,8628,609-671-0050,E,,Public,,40.27801132,-74.82046509,36368,P,,,5/15/10,NEMA520
Koko Marina Shopping Center,7192 Kalanianaole Hwy,Honolulu,HI,96825,808-395-4737,E,,Public,,21.278614,-157.705334,51526,P,,,3/19/13,J1772
Town Center Nissan,2310 Barrett Lakes Blvd N,Kennesaw,GA,30144,770-423-9691,E,,Private,,34.009954,-84.57675,48383,P,,,3/1/11,J1772
ULSTER COUNTY,136 Prospect St,Kingston,NY,12401,888-758-4389,E,,Public,ChargePoint Network,41.9310811,-74.0105885,68774,,,,,J1772
SCPGB Station B,2200  Mission College Blvd,Santa Clara,CA,95054,888-998-2546,E,,Private,GE WattStation,37.3880087,-121.9648947,72754,,,,,J1772
Texas A&M University - University Center Garage,444 Agronomy Road,College Station,TX,77843,877-455-3833,E,,Public - Card key at all times,eVgo Network,30.61281586,-96.33863831,73538,,,,,J1772
Colette's Bed and Breakfast - Tesla,339 Finn Hall Rd,Port Angeles,WA,98362,360-457-9197  877-798-3752,E,,Public,Tesla,48.1149208,-123.2683981,71778,P,,,10/1/15,TESLA
MELIA ORLANDO,225 Celebration Pl,Celebration,FL,34747,888-758-4389,E,,Public,ChargePoint Network,28.3316455,-81.5376284,73961,,,,,J1772
CARCHARGING,600 Grant St,Pittsburgh,PA,15219,888-758-4389,E,,Public,ChargePoint Network,40.441505,-79.9951949,56043,,,,,J1772
